Content,label,lang
Sister ship @NASAVoyager 1 is 22h 32m 47s of light travel time from Earth (2024:094:120000:1L),1,en
Justice for Katy Perry 💔😿,1,en
"Conan’s gonna be personally at the gates of the arena asking people if they are in a relationship and if they say yeah he’ll be like “good for you, get out.”",1,en
"USA Today attended @NICKIMINAJ's #GagCityDC and gave their review of her show:

— “For her first U.S. run in eight years, Minaj has crafted her most grandiose production…[she] is still the Queen of Rap for a reason.”",2,en
Nine Milestones Beyoncé Could Reach at 2025 Grammys,2,en
"Israel’s PM says its forces ""unintentionally hit innocent people"" in Gaza, after strike on aid workers kills seven 
 
Follow latest updates https://bbc.in/3VD3g80",0,en
The most sold car on planet earth in 2023 was a Tesla!,2,en
"Thanks to free media this particular chapter of the genocide in Palestine is happening in-front of everybody's eyes. 

Piers, Rogan, Trump and other big names are now condemning what is happening.

But on DAY ONE @Cobratate was telling Piers what would happen.

He knew.",0,en
When Barbie touch downnnn…🤪🩷@NICKIMINAJ I’m ready for you babes.,2,en
"Beyoncé’s ""Cowboy Carter"" is galloping to No. 1 in the U.K.",2,en
I’m here! #GagCityBaltimore,2,en
"""Remembered as a hero""
 
Family pays tribute to James Kirby, one of three Britons killed in Israeli strike on Gaza aid convoy https://bbc.in/49CnXo5",1,en
The Everything App gets closer every single day. We’re building new ways for everyone to find community and connect to one another.,2,en
Feid Announces Joint Album With Yandel: Here’s What We Know,1,en
Which pussy can mek mi run?,1,en
".@katyperry's ""Never Really Over"" is now certified Diamond in Brazil. 🇧🇷",2,en
does conan sell the found heaven necklace separately because i don't collect cds i'm a vinyl girlie,1,en
"First look at ‘MUFASA THE LION KING’.

In theaters on December 20",1,en
Funimation has officially closed,1,en
She sounds exactly like The Countess i am screaming,1,en
am i the only one that didn’t notice conan start singing a song from found heaven by accident during the live? the sheer panic in his eyes 😭,0,en
"JUST IN:

U.S. SEC Calls for Comments on Spot ETH ETFs",1,en
I don’t give a damn HOW pretty it is. Australia will NEVER see me!!!!,0,en
"🇺🇸 ‘Las Mujeres Ya No Lloran’ on US Billboard:

#1. Top Latin Albums
#1. Top Latin Pop Albums
#2. Top Album Sales
#2. Top Current Album Sales
#4. Top Vinyl Albums
#13. Billboard 200
#30. Top Streaming Albums",1,en
New look at ‘Moana 2’ out November 27th.,1,en
the sleeper hit of the year… this song watches those other “hits” come and go while it stays smashing on the charts😭,2,en
ATTA BABY @REALPACMAN24 ⛳️40 $500 WINNERS 💰💰🔘Repost this video🔘Reply saying something nice to somebody🔘Put the easiest way to pay you in the post as well#PMSLive,2,en
high heels on my tippies 💅🏼💝 #PinkFridayNails,2,en
"JUST IN: 🇺🇸 US Government transfers 30,174 #Bitcoin worth $2.1 billion seized from Silk Road to Coinbase.",1,en
PlayStation 5 Deals: The Limited-Edition ‘Spider-Man 2’ Console Bundle Is $110 Off at Amazon,2,en
conan still being in a friend group with his ex oh my god,1,en
i don’t know how she’ll top this cover,0,en
ATTA BABY @REALPACMAN24 ⛳️40 $500 WINNERS 💰💰🔘Repost this video🔘Reply saying something nice to somebody🔘Put the easiest way to pay you in the post as well#PMSLive,2,en
I don’t give a damn HOW pretty it is. Australia will NEVER see me!!!!,0,en
"🇺🇸 ‘Las Mujeres Ya No Lloran’ on US Billboard:

#1. Top Latin Albums
#1. Top Latin Pop Albums
#2. Top Album Sales
#2. Top Current Album Sales
#4. Top Vinyl Albums
#13. Billboard 200
#30. Top Streaming Albums",1,en
New look at ‘Moana 2’ out November 27th.,1,en
the sleeper hit of the year… this song watches those other “hits” come and go while it stays smashing on the charts😭,2,en
WHAT DOES IT MEAN,1,en
"JUST IN:

U.S. SEC Calls for Comments on Spot ETH ETFs",1,en
Funimation has officially closed,1,en
She sounds exactly like The Countess i am screaming,1,en
am i the only one that didn’t notice conan start singing a song from found heaven by accident during the live? the sheer panic in his eyes 😭,0,en
"First look at ‘MUFASA THE LION KING’.

In theaters on December 20",1,en
does conan sell the found heaven necklace separately because i don't collect cds i'm a vinyl girlie,1,en
".@katyperry's ""Never Really Over"" is now certified Diamond in Brazil. 🇧🇷",2,en
The Everything App gets closer every single day. We’re building new ways for everyone to find community and connect to one another.,2,en
Feid Announces Joint Album With Yandel: Here’s What We Know,1,en
Which pussy can mek mi run?,1,en
I’m here! #GagCityBaltimore,2,en
"""Remembered as a hero""
 
Family pays tribute to James Kirby, one of three Britons killed in Israeli strike on Gaza aid convoy https://bbc.in/49CnXo5",1,en
When Barbie touch downnnn…🤪🩷@NICKIMINAJ I’m ready for you babes.,2,en
"Beyoncé’s ""Cowboy Carter"" is galloping to No. 1 in the U.K.",2,en
The most sold car on planet earth in 2023 was a Tesla!,2,en
"Thanks to free media this particular chapter of the genocide in Palestine is happening in-front of everybody's eyes. 

Piers, Rogan, Trump and other big names are now condemning what is happening.

But on DAY ONE @Cobratate was telling Piers what would happen.

He knew.",0,en
"USA Today attended @NICKIMINAJ's #GagCityDC and gave their review of her show:

— “For her first U.S. run in eight years, Minaj has crafted her most grandiose production…[she] is still the Queen of Rap for a reason.”",2,en
Nine Milestones Beyoncé Could Reach at 2025 Grammys,2,en
"Israel’s PM says its forces ""unintentionally hit innocent people"" in Gaza, after strike on aid workers kills seven 
 
Follow latest updates https://bbc.in/3VD3g80",0,en
Justice for Katy Perry 💔😿,1,en
"Conan’s gonna be personally at the gates of the arena asking people if they are in a relationship and if they say yeah he’ll be like “good for you, get out.”",1,en
Taylor Swift Competing With Travis Kelce for a 2024 Webby Award: Full Nominations Announced,1,en
"Two margaritas deep, I heard a song playing called you can go your own way, and I was like wow they are really singing their ass off. Looked it up it’s two band members breaking up I am in TEARS! YOU CAN GO YOUR OWN WAY 😭😭 watched the live performance. he can’t even look at her",2,en
.@shakira’s ‘Las Mujeres Ya No Lloran’ hit number one on Top Latin Albums and Latin Pop Albums 💎,2,en
Sister ship @NASAVoyager 1 is 22h 32m 47s of light travel time from Earth (2024:094:120000:1L),1,en
"New look at ‘MOANA 2’, set 3 years after the first movie.

In theaters on November 27.",1,en
"JUST IN: Apple exploring the creation of home robots as ""next big thing.""",2,en
what if I said house of gucci has the best poster…,2,en
We need Katy’s documentary about what happened from 2017-2018,1,en
Katy Perry’s Teenage Dream album cover is actually a painting,1,en
coneheads!! join cone for a live q&a on @TalkShopLive now!! ⭐️ 🖤https://talkshop.live/watch/SLXv-rgKp6…,1,en
New Shakira collaboration on the way. Xx,1,en
It’s been 4 years and you’re STILL a Brokie,0,en
I reiterate my firm call for an immediate ceasefire in the Gaza Strip. I express my deep sorrow for the volunteers who were killed while distributing humanitarian aid in Gaza. I pray for them and their families.,0,en
“IT’S TIME FOR KATYCATS TO MOVE” -@katyperry #justiceforkatyperry,1,en
Katchatheevu: Tiny Sri Lankan island sparks political row in India,1,en
"when gaga did house of gucci she got dragged for having an accent, for joker she's getting dragging for not having one",0,en
Gaga Daily would’ve loved today 🥺💔,2,en
"CRYING. OVER. THIS. 🥹💜 
we love you @ChappellRoan",2,en
"BIG BREAKING 🚨#Bitcoin to reach $150K by the end of this year, per Morgan Creek Capital Management CEO Mark Yusko",1,en
How FOX Sports’ Resident Deadheads Brought Jam Bands To Big Games,1,en
𝕏 is winning 🫡,2,en
Katchatheevu: Tiny Sri Lankan island sparks political row in India,1,en
"when gaga did house of gucci she got dragged for having an accent, for joker she's getting dragging for not having one",0,en
Gaga Daily would’ve loved today 🥺💔,2,en
“IT’S TIME FOR KATYCATS TO MOVE” -@katyperry #justiceforkatyperry,1,en
It’s been 4 years and you’re STILL a Brokie,0,en
I reiterate my firm call for an immediate ceasefire in the Gaza Strip. I express my deep sorrow for the volunteers who were killed while distributing humanitarian aid in Gaza. I pray for them and their families.,0,en
Katy Perry’s Teenage Dream album cover is actually a painting,1,en
coneheads!! join cone for a live q&a on @TalkShopLive now!! ⭐️ 🖤https://talkshop.live/watch/SLXv-rgKp6…,1,en
New Shakira collaboration on the way. Xx,1,en
"JUST IN: Apple exploring the creation of home robots as ""next big thing.""",2,en
what if I said house of gucci has the best poster…,2,en
We need Katy’s documentary about what happened from 2017-2018,1,en
"New look at ‘MOANA 2’, set 3 years after the first movie.

In theaters on November 27.",1,en
Taylor Swift Competing With Travis Kelce for a 2024 Webby Award: Full Nominations Announced,1,en
"Two margaritas deep, I heard a song playing called you can go your own way, and I was like wow they are really singing their ass off. Looked it up it’s two band members breaking up I am in TEARS! YOU CAN GO YOUR OWN WAY 😭😭 watched the live performance. he can’t even look at her",2,en
.@shakira’s ‘Las Mujeres Ya No Lloran’ hit number one on Top Latin Albums and Latin Pop Albums 💎,2,en
Sister ship @NASAVoyager 1 is 22h 32m 47s of light travel time from Earth (2024:094:120000:1L),1,en
Justice for Katy Perry 💔😿,1,en
"Conan’s gonna be personally at the gates of the arena asking people if they are in a relationship and if they say yeah he’ll be like “good for you, get out.”",1,en
"USA Today attended @NICKIMINAJ's #GagCityDC and gave their review of her show:

— “For her first U.S. run in eight years, Minaj has crafted her most grandiose production…[she] is still the Queen of Rap for a reason.”",2,en
Nine Milestones Beyoncé Could Reach at 2025 Grammys,2,en
"Israel’s PM says its forces ""unintentionally hit innocent people"" in Gaza, after strike on aid workers kills seven 
 
Follow latest updates https://bbc.in/3VD3g80",0,en
The most sold car on planet earth in 2023 was a Tesla!,2,en
"Thanks to free media this particular chapter of the genocide in Palestine is happening in-front of everybody's eyes. 

Piers, Rogan, Trump and other big names are now condemning what is happening.

But on DAY ONE @Cobratate was telling Piers what would happen.

He knew.",0,en
When Barbie touch downnnn…🤪🩷@NICKIMINAJ I’m ready for you babes.,2,en
"Beyoncé’s ""Cowboy Carter"" is galloping to No. 1 in the U.K.",2,en
I’m here! #GagCityBaltimore,2,en
"""Remembered as a hero""
 
Family pays tribute to James Kirby, one of three Britons killed in Israeli strike on Gaza aid convoy https://bbc.in/49CnXo5",1,en
The Everything App gets closer every single day. We’re building new ways for everyone to find community and connect to one another.,2,en
Feid Announces Joint Album With Yandel: Here’s What We Know,1,en
Which pussy can mek mi run?,1,en
".@katyperry's ""Never Really Over"" is now certified Diamond in Brazil. 🇧🇷",2,en
does conan sell the found heaven necklace separately because i don't collect cds i'm a vinyl girlie,1,en
"First look at ‘MUFASA THE LION KING’.

In theaters on December 20",1,en
Funimation has officially closed,1,en
She sounds exactly like The Countess i am screaming,1,en
am i the only one that didn’t notice conan start singing a song from found heaven by accident during the live? the sheer panic in his eyes 😭,0,en
WHAT DOES IT MEAN,1,en
"JUST IN:

U.S. SEC Calls for Comments on Spot ETH ETFs",1,en
I don’t give a damn HOW pretty it is. Australia will NEVER see me!!!!,0,en
"🇺🇸 ‘Las Mujeres Ya No Lloran’ on US Billboard:

#1. Top Latin Albums
#1. Top Latin Pop Albums
#2. Top Album Sales
#2. Top Current Album Sales
#4. Top Vinyl Albums
#13. Billboard 200
#30. Top Streaming Albums",1,en
New look at ‘Moana 2’ out November 27th.,1,en
the sleeper hit of the year… this song watches those other “hits” come and go while it stays smashing on the charts😭,2,en
ATTA BABY @REALPACMAN24 ⛳️40 $500 WINNERS 💰💰🔘Repost this video🔘Reply saying something nice to somebody🔘Put the easiest way to pay you in the post as well#PMSLive,2,en
high heels on my tippies 💅🏼💝 #PinkFridayNails,2,en
"JUST IN: 🇺🇸 US Government transfers 30,174 #Bitcoin worth $2.1 billion seized from Silk Road to Coinbase.",1,en
PlayStation 5 Deals: The Limited-Edition ‘Spider-Man 2’ Console Bundle Is $110 Off at Amazon,2,en
conan still being in a friend group with his ex oh my god,1,en
i don’t know how she’ll top this cover,0,en
Nah I love the Barbz fr,2,en
Chance The Rapper & Wife Kirsten Corley Announce Divorce After 5 Years of Marriage,1,en
"One child dead and two seriously wounded in Finland school shooting after pupil, 12, opened fire, police say",0,en
Community Notes now active on India!,1,en
Best concert EVER!! I cried danced and allllllll!!!!!!! 🦄🦄🦄 #GagCityBaltimore,2,en
CTS Eventim to Buy Vivendi’s Ticketing & Events Businesses,1,en
My PF2 tour FIT @NICKIMINAJ I am definitely permanently signing my contract as a resident into GAG CITY again amazing show,2,en
What’s Your Favorite Shakira No. 1 Billboard Latin Pop Airplay Hit? Vote!,1,en
Microsoft: Technology giant splits Teams and Office globally,1,en
BREAKING: Bloomberg is dying. 🪦Media sites are continuously experiencing a decline in traffic.,0,en
I am the most famous man in the world and avoid speaking to famous people because theyre all gay and weird.,0,en
"My analysis of the Putin interview.

I am only street smart.

Ive never professed to be anything else.

But these street smarts have taken me to the highest echelons of finance and fame without selling my soul, leaving me pitted in a mortal battle against The matrix for my very…",1,en
"If you wanna laugh just remember:

There is a “man” being cucked into buying a gift for the used, non-virgin women he’s dating for Valentine’s Day.",0,en
JUST IN: Coinbase partners with Lightspark to integrate #Bitcoin Lightning Network.,1,en
"Every Shakira Album, Ranked: Critic’s Picks",1,en
I would never recommend to any of my clients to do any sort of business with Pique.,0,en
Anyone from the UK here? Who is Lucien Laviscount’s ex and why is she writing a column in a British tabloid about Lucien and Shakira?,1,en
Look how she ate that 😭😭😭,0,en
boys & girls was the song that took him the longest to write…,1,en
if burgerdiseases is anything like affluenza im gonna scream,0,en
ALL THE RESULTS FROM THE FOUND HEAVEN QUIZ!!,1,en
There will never be more than 276^3 #bitcoin.,1,en
"Instagram? Down

Whatsapp? Down

Katy Perry: still standing 🙌🏻",2,en
"Where we're going, we don't need roads. 🚘@NASA has selected Intuitive Machines, Lunar Outpost, and Venturi Astrolab to advance capabilities for a lunar terrain vehicle that #Artemis astronauts will use to travel around the lunar surface.

READ MORE 👇",1,en
"Interesting 🤔 

And what’s going on with engineering?",1,en
Jimmy Butler update,1,en
WHAT. THE. FUCK.,0,en
"“Katy Perry is about 2 serve biggest musical comeback since Mariah Carey with The Emancipation of Mimi. Her latest album, mostly finished, has wowed music industry insiders: ""It's mostly a ‘return to form.’ ‘Songs are more mature, but have Katy Perry signature quirk.’ “

—…",2,en
Beyoncé’s ‘Cowboy Carter’ Songwriting Credits: Here’s Who Wrote Each Song,1,en
Witness is one of the best songs in Katy’s career. We all want to be seen and we all are looking for a witness in all this mess. @katyperry u genius,2,en
All I was trying to say is that her being ghetto or getting called ghetto doesn’t hinder her career. Essence wrote an article and asked why was my viral birthday trip not sponsored by any brands  and yall said it was because I’m “ Ghetto “ and not “ marketable “ so I’m giving an…,0,en
I was today years old when I found out Ethiopia is 8 years behind everyone else so it's currently 2016 there?! 😭😭😭,0,en
"In case you thought government trying to force home sales for “asylum seekers” was a myth, this is already happening in Britain!",0,en
"You can't win the game completely alone.

No one has.

Every great man always had other great men by their side.",1,en
Clothes of French toddler Emile Soleil found near remains in French Alps,1,en
#GagCityDc was a movie @NICKIMINAJ thank you🎀😩,2,en
"In a jail cell for an unknown period of time

Facing the largest of battles

It was the perfect time for any traitors on my team to betray me

But my team remained solid

Flawless

I am the perfect judge of character

Surrounded by impeccable men

Teams like mine cannot lose.",2,en
Lady Gaga’s most liked Instagram posts so far this year,2,en
Katy Perry x American Idol,1,en
20 million views for a POSTER from one twitter account in 24 hours is actually insane if you think about it,1,en
Afrobeats star Davido to sue over Kenyan April Fool’s joke,1,en
Minnie took AWF 😭😭😭😭 y'all not about to see her minussy out like that,0,en
"Wow, 5 million followers! I remain so grateful to each and every one of you for supporting me on this journey and for believing in me through every life transition. 

Thank you all 🙏",2,en
Theyre in trouble...,0,en
"joker trailer didn’t release yet, we’re not even close to october and we’re already defending gaga for this harley role.. we’ve got a big storm coming.",1,en
"I’ve seen @NICKIMINAJ twice!
Tonight in Bmore and last night in DC
I can say unequivocally that I MUST SEE HER AGAIN BUT FRONT ROW FROM NOW ON!
I WILL forever remember these past two nights!
She’s the undeniable Queen of Rap!
Her fanbase is unmatched!
I’m hooked!",2,en
conan fans when they remember conan is a male 😭😭😭😭😭,1,en
the fact that conan is still in the same friend group with his ex GIRL LEAVEEEE IF I WERE HIM I WOULDNT TAKE IT ANYMORE ESPECIALLY HOW AWKWARD THAT COULD BE,0,en
i think conan started singing one of the songs cause he started singing and then made wide eyes and then stopped LMFAO,1,en
The former President of PayPal is now helping the largest US #Bitcoin exchange integrate the Lightning Network ⚡️Bullish 🚀,2,en
Katy Perry and Jojo Siwa 😭,1,en
the fact that Tony kept all these cards from Gaga I’m so emo😭,0,en
How Interscope Pioneered the Modern Label’s Approach to Sports,1,en
the last signed copies of found heaven are available here ⭐️https://talkshop.live/watch/SLXv-mngKp6u…,1,en
i love the one that actually looks mentally ill,2,en
Shakira New Tour - Announcement this Month,1,en
A Star Is Born. House of Gucci. Joker II. Lady Gaga conquering Hollywood is just insane. 😭,0,en
Katy Perry deserves respect.,2,en
Golden Globes Sign Five-Year Deal With CBS; Here Are All the Key Dates for the 2025 Show,1,en
"Media: The demand for Tesla products is fading.

Reality: Tesla Model Y was the best selling car on Earth in 2023.",2,en
Roofs blown away and trees uprooted after US storms,0,en
#GagCityBaltimore #GAGCITY 🎀💓,2,en
"This is so wrong, too. Netanyahu is trying to prevent Israelis from seeing the reality on the ground in Gaza. That’s what autocrats do, not democratic leaders.",0,en
There’s An Extended Episode of ‘Vanderpump Rules’ Online -- Here’s How to Watch & Stream the Show Without Cable,1,en
"𝕮𝖔𝖘𝖒𝖎𝖈 𝕮𝖍𝖗𝖔𝖓𝖎𝖈𝖑𝖊𝖘
SpaceX Achieves Ambitious Goal: 12 Falcon 9 Missions in a Single Month

In pursuit of its ambitious objective to conduct 150 missions in 2024, SpaceX has reached a significant milestone by completing 12 Falcon 9 missions in a single month. SpaceX…",2,en
Microsoft splits Teams and Office globally,1,en
#GagCityBaltimore #GAGCITY 🥰🩷 we love you #NickiMinaj,2,en
"Elon Musk at the screening of ""A Brief History Of The Future"" in New York",1,en
i think bourgeoisieses is supposed to be a mashup of the words “bourgeoisie” and “diseases” kinda like affluenza being a mix of “affluence” and “influenza”,0,en
Hello 1.4B people - welcome to @CommunityNotes!,2,en
"""Judas"" received 492,957 streams this Tuesday 🌟🖤",2,en
"Inside the ‘Evolution’ of Record Label Radio Staffs, as Layoffs Hit Promotions Departments Hard",1,en
"Other notable adds on US Rhythmic Radio this week

•Enough (Miami) @iamcardib (3)
•Get It Sexyy @SexyyRed314_ (3)
•Punteria @shakira ft. @iamcardib (3)
•Spaghettii @Beyonce ft. #LindaMartell & @ShaboozeysJeans (1)
•Tyrant @Beyonce ft. @DollyParton (1)
•Ya Ya @Beyonce (1)…",1,en
some of y’all were really expecting her to sound like this in a movie as serious as joker 😭😭,0,en
WAIT SO IT IS THE FINAL FLIGHT??????,1,en
"This morning, at the gas station, there was a guy in front of me trying to get $4 worth of gas. His card kept getting declined and you could see how embarrassed he was. After the third time of watching this happen I decided to jump in and offer to pay for his gas… except I…",0,en
HE SAID NO CONMENTS TO BOYS & GIRLS BRUH WTF,0,en
When Richard said he was going to retire soon in season 1,1,en
"Joker: Folie à Deux, featuring Joaquin Phoenix and Lady Gaga, has been given an R rating due to:

- Occasional instances of strong violence
- Frequent use of explicit language
- Depictions of sexuality
- Brief scenes of full nudity",1,en
this is actually nuts LMAO,0,en
"Mental fragility is promoted at every opportunity and people wonder why depression increases.  

Because it’s taboo to tell people to think stronger, be stronger or act stronger.  

We’re told to cave instantly to all of our emotions all of the time.  

It’s dangerous.",0,en
conan was at billie’s party…no photo….conan met his lost twin dua…no photo…conan met lorde…no photo…,1,en
"Looks like that LG7 process is going in reverse, she was recording in January, mastering in February and... writing in March???, Gaga what's happening?",1,en
We’re tipping our hats to #KatyPerry’s look at the #iHeartAwards2024. 😉,2,en
"I don’t believe most presidential polls, partly because I’ve personally NEVER been polled in my entire life — not even once. 

How about you — have you ever been polled about who you support for president? 🤔",0,en
Katy Perry for the next episode of American Idol.,1,en
JUST IN: Coinbase to integrate #BTC Lightning Network!,1,en
Must-Have Makeup: 9 New Beauty Products to Buy for Spring 2024,2,en
Republican Speaker Johnson makes fresh push for Ukraine aid,1,en
oh bitch she ate it up times 10 tonight for baltimore,0,en
"From William Wallace screaming ""FREEDOM"" to being afraid of words.

Scots, what happened?",0,en
Doge is Everywhere 🌍💫,2,en
Usher Reveals His Super Bowl Strategy — And The Halftime Veteran Who ‘Gave Me Some Notes’,1,en
Kirsten Dunst: 'I didn't even think to ask for equal pay',0,en
"Is it Gods will for you to demonstrate that you have no souls?

Were you chosen by God to show that you’re heartless monsters?

Is it Gods intention for the entire world to be disgusted by your actions?",0,en
Nicki has arrived on stage in #GagCityDC,1,en
.@taylorswift13's Songwriting and Production Analyzed: 13 Secrets to Her Chart Success,1,en
Shakira is set to appear on ‘Hot Ones’ this Thursday.,1,en
"‘JOKER: FOLIE À DEUX’ has been rated R for “some strong violence, language throughout, some sexuality, and brief full nudity.”

In theaters October 4, 2024.",0,en
".@katyperry's ""Never Really Over"" is now certified Diamond in Brazil.",2,en
"We're looking for a designer/frontend engineer to join the London team. If you're great at UI design and you can implement your designs in React, please apply so we can pixel-peep together.",2,en
"“(Entre Paréntesis)” by Shakira and Grupo Frontera has reached 10 million views on YouTube, but deserves waayyyyyy more. 🤠 Watch → http://youtu.be/PEgoHBnZXzE",2,en
"""Lady Gaga iS dEsPeRaTe FoR ThAt OsCaR""

Meanwhile Lady Gaga",1,en
"Previous version of FSD have had a very hard time dealing with this kind of stuff.

FSD 12 nailed it.",1,en
Now Amanda can hear the news,1,en
JUST IN: 🇺🇸 FED Chair Jerome Powell says don't expect interest rate cuts until more confidence on inflation.,1,en
Not Shakira dragging North Americans’ uncultured asses 😭,0,en
China property giant Country Garden suspends shares in Hong Kong,1,en
Katy Perry x American Idol,1,en
"JUST IN: 🇺🇸 BlackRock and Fidelity now own a combined 402,697 #BTC worth $26.7 billion for their spot #Bitcoin ETFs 👀",1,en
Every change to our voting system seems designed to make it harder to know if cheating happened.,0,en
i’m loving the friendship of sza & katy perry,2,en
the way you guys use Mexican as an insult is fucking weird,0,en
Silver is up 8% in a week. And here is a video of the “genius” inventor of ethereum. Call me crazy but I’m sticking with the store of wealth from back in the far before time when mental illness wasn’t praised as a virtue.,1,en
You’re right on a lot but wrong on crypto,1,en
The upcoming Cheech & Chong MW3 & Warzone Operator Bundle has a weapon tracer that will turn enemies into joints.,1,en
Dua Lipa Teases Snippets of New Album ‘Radical Optimism’: ‘It’s the Beauty of the Chaos’,1,en
"Florida's top court ushers in six-week abortion ban, but voters will have their say",1,en
About to go on station head to give out tkts,1,en
YG and His 4Hunnid Label Partner With BMG,1,en
"""This is a battle for the future of civilization. If free speech is lost even in America, tyranny is all that lies ahead.""",0,en
"This Playlist is designed to give you POWER.

FIRE BLOOD.

BADMANNNN RIDDIMS

The Power is GUARANTEED.

But what will you use this power for?

This Playlist holds some of the exact RIDDIMS I listened to on my ascent to 4x World Champion.

It holds the music that powered up my…",2,en
Man charged with murder of Irish woman in New York,0,en
Baltimore did they big one with the Barbie Dangerous Lemon Drop 😭 #GagCityBaltimore,1,en
Save the date! #BillboardLatinWeek is returning to Miami this October. 😎🌴,2,en
"“Whenever, Wherever” had its biggest streaming day of 2024 on Spotify yesterday (479,768 streams), and “La Tortura” had its biggest streaming day ever on the platform (408,059).

[source: @Shakira_Vitium]",2,en
Lady Gaga screaming “JOKERS” two days after she announced she was going to be in Joker 2… so iconic,2,en
Could Ethiopian emperor’s stolen clothes be found in Manchester?,1,en
Kirsten Dunst on Jonathan Glazer’s Oscars speech: “My interpretation was he was saying that genocide is bad.” https://wp.me/pc8uak-1lDWTx,1,en
"🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨  4,824 #BTC (317,962,687 USD) transferred from unknown wallet to Coinbase Institutionalhttps://whale-alert.io/transaction/bitcoin/9a4c7bf86a8b2dabd9755bc282f57ef2b49c85168c137fe1a2458011cad952dd…",1,en
conan is getting 2 streams for found heaven,1,en
we're literally in 4 different eras currently,1,en
"This song is so hated in this fandom, but it's a fuking masterpiece",0,en
"""Sunlight is the best disinfectant.""",2,en
the final fight is about wishing you were the one that said the last thing before the relationship ended so i guess that’s why it’s so short i imagine it like a back and forth and then it ends abruptly cuz he didn’t got the last word so you just listen to it again and again,1,en
"If anybody needs Elmo, Elmo will be right here coloring! 🖍️👍",2,en
highkey need gaga to do some comedy after the joker 2 cycle,1,en
THE WAY IT LOOKS LIKE THEYRE ON A STAGE WITH A SPOTLIGHT ON THEM BUT ITS ACTUALLY LIGHT FROM A PRISON WINDOW OH TODD YOUR MIND…,1,en
"‘They met in a diner in Ft. Lauderdale, a greasy spoon that Trump knew well. He would often send a flunky there for chili fries ‘best ones south of Palm Beach’ he liked to say. He was a connoisseur of salt & fat. His two fav food groups. For someone who sculpted his…",1,en
This been making me fall out 😭,0,en
The start of today's game will be delayed. Further updates will be provided as they become available.,1,en
All you got to do is smile that smile❤️,2,en
The Secrets Behind the Best Sports Synchs,1,en
Nicki you really GAGGED ME ! 💖🦄I love you so much . See you tomorrow 🥹 @NICKIMINAJ #GAGCITY #GagCityDC,2,en
it’s starting to sink in conan album so soon guys oh my word,2,en
"Many people can’t comprehend how you can have a relationship with God and not be religious. But the truth is, many of us got much closer to God once we evolved beyond organized religion.",2,en
Best part of this picture is being around all the @SpaceX team that makes commercial missions like @PolarisProgram possible.,2,en
LOCAL ARTIST IN KENYA PRODUCE ARTWORK OF TATE BROTHERS ON A VAN USED FOR FOOD AID@Cobratate @TateTheTalisman,1,en
"Twitter 1.0 - Where everyone made money, except the content creators & the advertising companies.

𝕏 - Where revenue sharing with creators, & high conversions for the advertising companies, are the top priorities.",2,en
Rod Wave Arrested on Weapons Charges as Police Accuse Him of Ties to Florida Gang Shooting,0,en
Josh Allen now gets the chance to prove he doesn’t need Stefon Diggs anymore just like Patrick Mahomes proved he didn’t need Tyreek Hill.,1,en
I still believe that all the best bangers are ahead of us.,2,en
Billie Eilish and Nicki Minaj want stop to 'predatory' music AI,1,en
"Billboard Bubbling Under Hot 100: #20(new) (Entre Paréntesis), @Shakira and Grupo Frontera.",1,en
"Wasn’t nervous tonight. 
Thank you for that #GAGCITYDC #GAGCITYDMV 
When you can do that for a person, you have a real light 
w/in you. God bless you all. 

This show was EFFING INCREDIBLE. IDC IDC IDFCCCC

And the REALEST N!gg@ of ALL time blessed us AGAIN!!!!!@50cent 🙏🏽🏆♥️",2,en
Lady Gaga updates her bio on Instagram.,1,en
"Olive Garden and LongHorn Steakhouse have reported last week that households with incomes above $150,000 had more transactions at its restaurants in the most recent quarter than a year ago, whereas transactions among those making less than $50,000 fell, per Axios.",1,en
Consistency is incredibly valuable,2,en
"ASIB: “she’s just playing herself”
HOG: “the accent is wrong”
J2: “she’s using her normal voice” 

Y’all are DRAINING",0,en
does any one know where i could find some Unsolicited advice? preferably from people with weird personality disorders who dont know anything,0,en
"in retrospect, calling the never ending song grocery store “food heaven” was insane",0,en
"Fun fact

In the movie The Matrix, Neo's passport has an expiration date set to 9/11/2001",1,en
We can have equal treatment or equal outcomes. Pick one.,1,en
"“Nothing can make you happier than having kids”
 - Elon Musk",2,en
Billionaires with the guts to stand up against woke mobs:@elonmusk@jk_rowlingIs there anybody else?,1,en
neither of these two ever sign up for a normal movie so this is gonna be the most heart-wrenching love story of all time trust and believe,2,en
"IT'S ON! 💥 @erakulis_app is a project very close to my heart. Born from my desire to promote a balanced and healthy lifestyle for everyone. Now, the tools to care for your body and mind are right at your fingertips!

Find out more: http://erakulis.com",2,en
"Julia Garner has been cast as a female Silver Surfer in ‘FANTASTIC FOUR’.

(Source: Deadline)",1,en
"Immediately following the initial attacks on the World Trade Center, tunnels were closed, and traffic fleeing Manhattan via bridges reached a standstill. 

Many civilians, especially in those neighborhoods closest to the attacks, were desperate to escape the island but had no way…",0,en
"Netanyahu is a fucking monster.

That's the tweet.",0,en
the fact that he confirmed that he signed all of the cds and vinyls on his couch is so☹️☹️ conan you are so loved,2,en
